"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.099883750E0,-4.276959598E-2,-4.146507010E-2,-3.264946938E-1,3.318845815E-1
1.109898750E0,-4.023772851E-2,-3.439863771E-2,-2.851600349E-1,2.900320440E-1
1.119913708E0,-3.710573167E-2,-2.963778004E-2,-2.379445285E-1,2.426372435E-1
1.129928708E0,-3.390008584E-2,-2.275217697E-2,-1.916031241E-1,1.959046568E-1
1.139942708E0,-2.868342400E-2,-1.331270486E-2,-1.458006352E-1,1.491904560E-1
1.149957708E0,-2.650495991E-2,-9.338469245E-3,-9.422638267E-2,9.832767209E-2
1.159972708E0,-2.606206574E-2,-3.035030328E-3,-4.459971935E-2,5.174531520E-2
1.169987708E0,-2.185320668E-2,4.923269153E-4,7.773473859E-3,2.319982594E-2
1.180001708E0,-1.660685800E-2,5.182246678E-3,5.694730580E-2,5.954526892E-2
1.190016708E0,-1.193700451E-2,1.114453282E-2,1.096901447E-1,1.108991457E-1
1.200031708E0,-8.330161683E-3,2.073904127E-2,1.546664238E-1,1.562728450E-1
1.210045708E0,-2.184917452E-3,2.482912317E-2,2.049144059E-1,2.064247393E-1
1.220060708E0,4.924928653E-4,3.089905903E-2,2.505620718E-1,2.524605835E-1
1.230075708E0,1.553496113E-3,3.560326621E-2,2.962872088E-1,2.984227136E-1
1.240090708E0,3.371119965E-3,4.043558240E-2,3.377491236E-1,3.401777054E-1
1.250104708E0,3.818531055E-3,4.361219704E-2,3.743209839E-1,3.768723974E-1
1.260119708E0,4.716343246E-3,4.853548482E-2,4.131982028E-1,4.160657304E-1
1.270134708E0,7.234095596E-3,5.055202916E-2,4.468083680E-1,4.497171972E-1
1.280149708E0,8.842730895E-3,5.530168116E-2,4.775021970E-1,4.807752261E-1
1.290163708E0,7.216338534E-3,6.461209804E-2,5.016717315E-1,5.058669043E-1
1.300178708E0,4.740697797E-3,6.783986092E-2,5.204828978E-1,5.249068182E-1
1.310193708E0,3.064504359E-3,6.930087507E-2,5.413237214E-1,5.457502852E-1
1.320207708E0,-5.359340576E-4,7.440249622E-2,5.535811782E-1,5.585589848E-1
1.330222708E0,-2.353541553E-3,7.676711679E-2,5.621194839E-1,5.673420869E-1
1.340237708E0,-7.363887038E-3,8.037005365E-2,5.633611083E-1,5.691127399E-1
1.350252708E0,-7.870686240E-3,8.273334056E-2,5.615360141E-1,5.676525772E-1
1.360266708E0,-1.823491789E-2,8.700983971E-2,5.577988625E-1,5.648387340E-1
1.370281708E0,-2.024640329E-2,8.820372820E-2,5.483006835E-1,5.557188624E-1
1.380296708E0,-2.384080179E-2,9.634091705E-2,5.325378180E-1,5.417070091E-1
1.390311708E0,-2.782808617E-2,9.943790734E-2,5.152221918E-1,5.254676077E-1
1.400325708E0,-3.282630444E-2,1.039413139E-1,4.895037711E-1,5.014930756E-1
1.410340708E0,-3.519492224E-2,1.055261642E-1,4.613488317E-1,4.745705410E-1
1.420355708E0,-4.052861407E-2,1.090947092E-1,4.330278039E-1,4.483941381E-1
1.430370708E0,-4.735695943E-2,1.130638868E-1,3.954484761E-1,4.140116198E-1
1.440384708E0,-4.590497911E-2,1.163787320E-1,3.565953076E-1,3.779040748E-1
1.450399708E0,-5.104727671E-2,1.199660078E-1,3.170649409E-1,3.428233426E-1
1.460414708E0,-5.202043802E-2,1.251136214E-1,2.711390853E-1,3.031104548E-1
1.470429708E0,-5.195758864E-2,1.259661019E-1,2.254291177E-1,2.634109659E-1
1.480443708E0,-5.062313005E-2,1.334267706E-1,1.800345927E-1,2.297343226E-1
1.490458708E0,-5.224632844E-2,1.330981404E-1,1.303655654E-1,1.934941199E-1
1.500473708E0,-4.740969837E-2,1.349934191E-1,7.950225472E-2,1.636811266E-1
1.510487708E0,-4.628291726E-2,1.380382031E-1,2.653011866E-2,1.479881791E-1
1.520502708E0,-3.978293762E-2,1.398100108E-1,-2.616451867E-2,1.476959826E-1
1.530517708E0,-3.743110225E-2,1.418345422E-1,-7.576403022E-2,1.651009177E-1
1.540532708E0,-3.084045090E-2,1.451059133E-1,-1.274535656E-1,1.955793212E-1
1.550546708E0,-2.457882650E-2,1.469173878E-1,-1.745632887E-1,2.294802373E-1
1.560561708E0,-1.755268686E-2,1.475104392E-1,-2.242566943E-1,2.689953372E-1
1.570576708E0,-7.897396572E-3,1.493498832E-1,-2.708002329E-1,3.093550107E-1
1.580591708E0,-1.217162004E-3,1.500980705E-1,-3.148179054E-1,3.487710221E-1
1.590605708E0,7.238374557E-3,1.512512118E-1,-3.581813574E-1,3.888742829E-1
1.600620708E0,1.879354566E-2,1.511542797E-1,-3.962650597E-1,4.245312841E-1
1.610635708E0,2.833165787E-2,1.506392211E-1,-4.304126501E-1,4.568915704E-1
1.620650708E0,3.812225536E-2,1.515572071E-1,-4.641221762E-1,4.897267481E-1
1.630664708E0,4.718712345E-2,1.484237462E-1,-4.940204322E-1,5.179888228E-1
1.640679708E0,5.612688884E-2,1.465940475E-1,-5.178904533E-1,5.411566909E-1
1.650694708E0,6.586021185E-2,1.468694210E-1,-5.375009179E-1,5.610841569E-1
1.660708708E0,7.462351769E-2,1.446646899E-1,-5.533673167E-1,5.768118663E-1
1.670723708E0,8.254189789E-2,1.440462917E-1,-5.666165352E-1,5.904378011E-1
1.680738708E0,8.714084327E-2,1.385429651E-1,-5.756868720E-1,5.985006720E-1
1.690753708E0,9.536787868E-2,1.342411637E-1,-5.736111999E-1,5.967792983E-1
1.700767708E0,1.016767025E-1,1.297712177E-1,-5.725383759E-1,5.958010680E-1
1.710782708E0,1.033805907E-1,1.245389059E-1,-5.669199228E-1,5.895724591E-1
1.720797708E0,1.101060808E-1,1.188619435E-1,-5.558545589E-1,5.789868749E-1
1.730812708E0,1.095084697E-1,1.150911748E-1,-5.394593477E-1,5.623650694E-1
1.740826708E0,1.099383011E-1,1.074225977E-1,-5.206584930E-1,5.428731997E-1
1.750841708E0,1.098217219E-1,1.036642492E-1,-4.980252683E-1,5.204193069E-1
1.760856708E0,1.082706153E-1,9.549642354E-2,-4.716672301E-1,4.932667321E-1
1.770871708E0,1.054814830E-1,8.765207976E-2,-4.413934946E-1,4.622093113E-1
1.780885708E0,1.018081084E-1,8.042089641E-2,-4.059258699E-1,4.261551635E-1
1.790900708E0,9.578537196E-2,7.305166125E-2,-3.715063930E-1,3.905488224E-1
1.800915708E0,9.083596617E-2,6.422612071E-2,-3.271060586E-1,3.455062096E-1
1.810930708E0,8.088346571E-2,5.762175098E-2,-2.884202003E-1,3.050387077E-1
1.820944708E0,7.318168133E-2,4.745743424E-2,-2.421274185E-1,2.573586085E-1
1.830959708E0,6.400708854E-2,3.894010931E-2,-1.947058439E-1,2.086231175E-1
1.840974708E0,5.267560482E-2,2.918601595E-2,-1.455524117E-1,1.575184034E-1
1.850988708E0,4.385654628E-2,2.289056964E-2,-9.947811812E-2,1.111002737E-1
1.861003708E0,3.501780704E-2,1.429043338E-2,-4.858515039E-2,6.157093579E-2
1.871018708E0,2.232198603E-2,4.056172445E-3,2.265954390E-4,2.268865225E-2
1.881033708E0,1.286520343E-2,-4.078534432E-3,5.187068135E-2,5.359771903E-2
1.891047708E0,1.520712976E-4,-1.229704916E-2,1.026678160E-1,1.034017455E-1
1.901062708E0,-1.333088521E-2,-1.921773702E-2,1.514798403E-1,1.532748379E-1
1.911077708E0,-2.240959927E-2,-2.961178869E-2,1.959868520E-1,1.994740443E-1
1.921092708E0,-2.908181772E-2,-3.618792072E-2,2.454906851E-1,2.498419384E-1
1.931106708E0,-4.299230501E-2,-4.287751392E-2,2.901619971E-1,2.964469667E-1
1.941121708E0,-4.949644953E-2,-4.927424714E-2,3.309686482E-1,3.382574405E-1
1.951136708E0,-5.595621094E-2,-5.650978908E-2,3.706103265E-1,3.790467886E-1
1.961151708E0,-6.187168881E-2,-6.411007792E-2,4.049356878E-1,4.146216579E-1
1.971165708E0,-6.774156541E-2,-7.044413686E-2,4.393844604E-1,4.501222058E-1
1.981180708E0,-7.563900203E-2,-7.644788921E-2,4.710350037E-1,4.831557855E-1
1.991195708E0,-7.603342086E-2,-8.257742226E-2,4.964167774E-1,5.089496327E-1
2.001210708E0,-7.697247714E-2,-8.507815003E-2,5.179604292E-1,5.305149009E-1
2.011224708E0,-7.863482088E-2,-8.987875283E-2,5.378963351E-1,5.509937319E-1
2.021239708E0,-7.764910907E-2,-9.817487001E-2,5.513195992E-1,5.653503247E-1
2.031254708E0,-7.748372853E-2,-1.008923575E-1,5.600377321E-1,5.743041506E-1
2.041268708E0,-7.424440980E-2,-1.037987396E-1,5.659047365E-1,5.801160070E-1
2.051283708E0,-6.930743903E-2,-1.098318696E-1,5.687686801E-1,5.834075524E-1
2.061298708E0,-6.753121316E-2,-1.092661321E-1,5.642787814E-1,5.787141743E-1
2.071313708E0,-6.217426434E-2,-1.157695651E-1,5.585186481E-1,5.737693889E-1
2.081327708E0,-5.407315865E-2,-1.182509288E-1,5.443425179E-1,5.596570069E-1
2.091342708E0,-4.856893793E-2,-1.183851510E-1,5.267710090E-1,5.420901047E-1
2.101357708E0,-4.109054059E-2,-1.221851185E-1,5.106294155E-1,5.266498226E-1
2.111372708E0,-3.429415450E-2,-1.241609156E-1,4.832539558E-1,5.001263919E-1
2.121386208E0,-2.503817528E-2,-1.268508881E-1,4.516930580E-1,4.698347334E-1
2.131401208E0,-1.614987478E-2,-1.273062974E-1,4.214113057E-1,4.405169694E-1
2.141416208E0,-8.766166866E-3,-1.320388168E-1,3.853615224E-1,4.074488898E-1
2.151431208E0,-9.314134950E-4,-1.330939680E-1,3.466146588E-1,3.712904437E-1
2.161445208E0,7.275365293E-3,-1.345768124E-1,3.056597710E-1,3.340535061E-1
2.171460208E0,1.661586948E-2,-1.333299279E-1,2.637205720E-1,2.959755005E-1
2.181475208E0,2.204242162E-2,-1.362397820E-1,2.133498937E-1,2.540970753E-1
2.191490208E0,2.678497881E-2,-1.362698674E-1,1.669046432E-1,2.171268564E-1
2.201504208E0,3.321525082E-2,-1.376486868E-1,1.182634458E-1,1.844902612E-1
2.211519208E0,3.581502661E-2,-1.394348741E-1,6.845088303E-2,1.594061593E-1
2.221534208E0,4.038660973E-2,-1.388963759E-1,1.768198237E-2,1.457255433E-1
2.231548208E0,4.233923927E-2,-1.381640136E-1,-3.342514113E-2,1.483210906E-1
2.241563208E0,4.477019235E-2,-1.387767941E-1,-8.317834139E-2,1.678749689E-1
2.251578208E0,4.574783891E-2,-1.393949240E-1,-1.336066127E-1,1.984301806E-1
2.261593208E0,4.667409509E-2,-1.377711892E-1,-1.810945272E-1,2.322812940E-1
2.271607208E0,4.353635758E-2,-1.365314871E-1,-2.255219072E-1,2.672010330E-1
2.281622208E0,4.349003732E-2,-1.354875267E-1,-2.702199221E-1,3.053965611E-1
2.291637208E0,4.113207385E-2,-1.338528693E-1,-3.121340573E-1,3.421054046E-1
2.301652208E0,3.902443871E-2,-1.367669106E-1,-3.516484201E-1,3.793213756E-1
2.311666208E0,3.290076554E-2,-1.315617561E-1,-3.907471001E-1,4.136112333E-1
2.321681208E0,2.554744855E-2,-1.322458088E-1,-4.225033224E-1,4.434531356E-1
2.331696208E0,2.310533077E-2,-1.286204457E-1,-4.527581632E-1,4.712398855E-1
2.341711208E0,1.677447930E-2,-1.238250136E-1,-4.793962240E-1,4.954137228E-1
2.351725208E0,1.036398392E-2,-1.237493828E-1,-5.009661913E-1,5.161283239E-1
2.361740208E0,5.305575673E-3,-1.191887185E-1,-5.171108246E-1,5.306954915E-1
2.371755208E0,7.345261401E-4,-1.190158799E-1,-5.326162577E-1,5.457521389E-1
2.381769208E0,-2.439913806E-3,-1.137073934E-1,-5.400380492E-1,5.518844255E-1
2.391784208E0,-1.375382114E-2,-1.105685979E-1,-5.460472107E-1,5.572989671E-1
2.401799208E0,-1.811777055E-2,-1.059812158E-1,-5.470542312E-1,5.575200477E-1
2.411814208E0,-2.112181671E-2,-1.021361351E-1,-5.405430794E-1,5.505131623E-1
2.421828208E0,-2.666458674E-2,-9.862139076E-2,-5.330296755E-1,5.427318066E-1
2.431843208E0,-3.047823347E-2,-9.143219143E-2,-5.193391442E-1,5.282063187E-1
2.441858208E0,-3.295675293E-2,-8.540900797E-2,-5.036772490E-1,5.119293089E-1
2.451873208E0,-3.505532444E-2,-8.402469754E-2,-4.797815084E-1,4.883434462E-1
2.461887208E0,-3.980585933E-2,-7.559525967E-2,-4.525978565E-1,4.605908916E-1
2.471902208E0,-4.199710861E-2,-7.314062119E-2,-4.246517122E-1,4.329461678E-1
2.481917208E0,-4.003782943E-2,-6.635701656E-2,-3.927816153E-1,4.003544414E-1
2.491932208E0,-4.225251451E-2,-6.111191958E-2,-3.553426266E-1,3.630266160E-1
2.501946208E0,-4.109002650E-2,-5.338182673E-2,-3.165664971E-1,3.236546876E-1
2.511961208E0,-3.977895156E-2,-4.928854853E-2,-2.772417367E-1,2.843847861E-1
2.521976208E0,-3.892523795E-2,-4.361006990E-2,-2.340996712E-1,2.412875223E-1
2.531991208E0,-3.462609649E-2,-3.704511002E-2,-1.879223287E-1,1.946435418E-1
2.542005208E0,-3.062275797E-2,-2.990180627E-2,-1.400090307E-1,1.464049180E-1
2.552020208E0,-3.005630337E-2,-2.307479084E-2,-9.434326738E-2,1.016684781E-1
2.562035208E0,-2.507917210E-2,-1.896303706E-2,-4.586536065E-2,5.560749010E-2
2.572050208E0,-2.272999659E-2,-1.368039008E-2,5.652693100E-3,2.712487340E-2
2.582064208E0,-1.907169819E-2,-5.398933776E-3,5.103605986E-2,5.474995492E-2
2.592079208E0,-1.493580919E-2,-2.138160169E-3,1.014153436E-1,1.025315661E-1
2.602094208E0,-9.761940688E-3,2.791693434E-3,1.485705674E-1,1.489170995E-1
2.612108208E0,-8.712655865E-3,1.037051715E-2,1.944800019E-1,1.949510942E-1
2.622123208E0,-3.723214380E-3,1.617781073E-2,2.396024466E-1,2.401768438E-1
2.632138208E0,-2.320527332E-3,2.169321850E-2,2.853789926E-1,2.862117223E-1
2.642153208E0,4.822179326E-4,2.719281800E-2,3.231531382E-1,3.242955945E-1
2.652167208E0,1.367985271E-3,3.160381317E-2,3.618965447E-1,3.632764532E-1
2.662182208E0,2.849381650E-3,3.561631218E-2,3.971064985E-1,3.987106868E-1
2.672197208E0,2.958304947E-3,3.979081661E-2,4.290250242E-1,4.308764696E-1
2.682212208E0,6.338264327E-3,4.421973601E-2,4.597474635E-1,4.619126420E-1
2.692226208E0,6.263696123E-3,4.818757996E-2,4.834314883E-1,4.858675546E-1
2.702241208E0,2.918632468E-3,5.384005979E-2,5.040838122E-1,5.069593280E-1
2.712256208E0,3.859527176E-3,5.567071959E-2,5.217791796E-1,5.247548353E-1
2.722271208E0,3.966442775E-3,6.066981703E-2,5.363866091E-1,5.398214091E-1
2.732285208E0,-1.312209060E-3,6.517828256E-2,5.414495468E-1,5.453600115E-1
2.742300208E0,-4.431900568E-3,6.912943721E-2,5.460356474E-1,5.504120720E-1
2.752315208E0,-4.052400123E-3,7.118725777E-2,5.461450815E-1,5.507798995E-1
2.762330208E0,-1.124100666E-2,7.585968822E-2,5.407725573E-1,5.461831297E-1
2.772344208E0,-1.683923788E-2,7.906959951E-2,5.309582949E-1,5.370775292E-1
2.782359208E0,-1.954576746E-2,8.293783665E-2,5.161917806E-1,5.231774805E-1
2.792374208E0,-2.435969748E-2,8.642657846E-2,4.969195724E-1,5.049673353E-1
2.802388208E0,-2.659195848E-2,9.115874767E-2,4.769754112E-1,4.863358843E-1
2.812403208E0,-3.354067728E-2,9.492632747E-2,4.502990544E-1,4.614165396E-1
2.822418208E0,-3.367492184E-2,9.606881440E-2,4.192474484E-1,4.314297631E-1
2.832433208E0,-4.089688137E-2,1.042852029E-1,3.850114346E-1,4.009760132E-1
2.842447208E0,-4.140498489E-2,1.069726050E-1,3.511719406E-1,3.694309717E-1
2.852462208E0,-4.244148731E-2,1.119953394E-1,3.113124073E-1,3.335560685E-1
2.862477208E0,-4.642391205E-2,1.139401421E-1,2.679893076E-1,2.948826963E-1
2.872492208E0,-4.804417863E-2,1.202409044E-1,2.219096720E-1,2.569241536E-1
2.882506208E0,-4.744414985E-2,1.217575893E-1,1.775219440E-1,2.204311650E-1
2.892521208E0,-4.710459709E-2,1.268706024E-1,1.283480078E-1,1.865159616E-1
2.902536208E0,-4.488821700E-2,1.297078431E-1,8.175821602E-2,1.597607038E-1
2.912551208E0,-4.513882101E-2,1.322583556E-1,3.224925697E-2,1.434217570E-1
2.922565208E0,-4.077919200E-2,1.360639036E-1,-1.983563974E-2,1.434216893E-1
2.932580208E0,-3.733332828E-2,1.388240010E-1,-6.974753737E-2,1.597829766E-1
2.942595208E0,-3.399539366E-2,1.416276097E-1,-1.199378371E-1,1.886773738E-1
2.952610208E0,-2.667702921E-2,1.438603997E-1,-1.658845544E-1,2.211903341E-1
2.962624208E0,-2.107177861E-2,1.462289244E-1,-2.132695615E-1,2.594432964E-1
2.972639208E0,-1.350946538E-2,1.454819143E-1,-2.600554526E-1,2.982890066E-1
2.982654208E0,-5.842471961E-3,1.479607821E-1,-3.030279875E-1,3.372721286E-1
2.992669208E0,1.644206233E-3,1.501986384E-1,-3.419556618E-1,3.734916452E-1
3.002683208E0,1.173701324E-2,1.536463648E-1,-3.809839785E-1,4.109668536E-1
3.012698208E0,2.173425443E-2,1.502931714E-1,-4.196304381E-1,4.462623889E-1
