"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.463253333E-1,-2.195788547E-2,-2.994523942E-1,-1.728085615E-2,3.007532429E-1
2.563413333E-1,-3.256636672E-3,-3.067449331E-1,-1.349037886E-2,3.070587077E-1
2.663563333E-1,-1.652235538E-2,-3.194654882E-1,-7.606809493E-3,3.199828901E-1
2.763723333E-1,-3.697996214E-2,-3.180345893E-1,-6.130086724E-3,3.202359998E-1
2.863873333E-1,-4.849058762E-2,-3.196041882E-1,1.089455793E-3,3.232636093E-1
2.964023333E-1,-3.429194540E-2,-3.283590674E-1,6.483688485E-3,3.302084991E-1
3.064183333E-1,-2.090644278E-2,-3.374299705E-1,1.181967556E-2,3.382835631E-1
3.164333333E-1,-1.793408766E-2,-3.314549029E-1,1.758648455E-2,3.324052776E-1
3.264483333E-1,-3.218417987E-2,-3.239814639E-1,2.577408776E-2,3.265947244E-1
3.364643333E-1,-3.429713100E-2,-3.265687227E-1,3.147831187E-2,3.298701380E-1
3.464793333E-1,-2.666515857E-2,-3.196090460E-1,3.698530793E-2,3.228449875E-1
3.564943333E-1,-1.807140559E-2,-3.066679239E-1,4.305598140E-2,3.102025287E-1
3.665103333E-1,-1.876085624E-2,-2.938146889E-1,5.022837594E-2,2.986669230E-1
3.765253333E-1,-2.320460603E-2,-2.891213894E-1,5.510728806E-2,2.952396395E-1
3.865403333E-1,-2.366456389E-2,-2.938862443E-1,6.538824737E-2,3.020012567E-1
3.965563333E-1,-1.958326995E-2,-2.973933518E-1,6.999178976E-2,3.061456529E-1
4.065713333E-1,-1.740452833E-2,-2.946656048E-1,7.698769867E-2,3.050538346E-1
4.165873333E-1,-1.432245225E-2,-2.885011733E-1,8.257634193E-2,3.004278813E-1
4.266023333E-1,-1.194080804E-2,-2.811436653E-1,8.979499340E-2,2.953768513E-1
4.366173333E-1,-8.886961266E-3,-2.705469429E-1,9.185361862E-2,2.858526083E-1
4.466333333E-1,-5.661880597E-3,-2.604127526E-1,9.811785072E-2,2.783414652E-1
4.566483333E-1,-5.996906199E-3,-2.468700409E-1,1.020433456E-1,2.671958539E-1
4.666633333E-1,-2.643453423E-3,-2.415112257E-1,1.053818837E-1,2.635147081E-1
4.766793333E-1,-3.822701285E-3,-2.341353446E-1,1.121172905E-1,2.596233030E-1
4.866943333E-1,3.278891556E-3,-2.250260860E-1,1.154662669E-1,2.529425810E-1
4.967093333E-1,4.966537002E-3,-2.178928107E-1,1.190378368E-1,2.483383781E-1
5.067253333E-1,5.462922622E-3,-2.153811008E-1,1.211508811E-1,2.471768559E-1
5.167403333E-1,8.035535924E-3,-2.044024915E-1,1.197660416E-1,2.370418804E-1
5.267553333E-1,1.065109391E-2,-1.943610609E-1,1.218756661E-1,2.296591948E-1
5.367713333E-1,1.327084564E-2,-1.816199571E-1,1.234051138E-1,2.199789678E-1
5.467863333E-1,1.576523669E-2,-1.686496735E-1,1.231022403E-1,2.093929717E-1
5.568023333E-1,1.596790366E-2,-1.564673185E-1,1.240971982E-1,2.003424826E-1
5.668173333E-1,1.690851338E-2,-1.442154646E-1,1.197931468E-1,1.882402616E-1
5.768323333E-1,1.890322194E-2,-1.335351318E-1,1.165938899E-1,1.782781489E-1
5.868483333E-1,2.007976919E-2,-1.272674799E-1,1.166570485E-1,1.738075819E-1
5.968633333E-1,1.938921213E-2,-1.165788919E-1,1.137126535E-1,1.640034974E-1
6.068783333E-1,1.849416085E-2,-1.035703048E-1,1.093807146E-1,1.517662108E-1
6.168943333E-1,2.179807797E-2,-8.990589529E-2,1.064877287E-1,1.410597837E-1
6.269093333E-1,2.461626008E-2,-7.772891968E-2,1.029962227E-1,1.313619698E-1
6.369243333E-1,2.025560103E-2,-6.654843688E-2,9.572526067E-2,1.183313541E-1
6.469403333E-1,1.854693703E-2,-5.202166736E-2,8.657927811E-2,1.026947620E-1
6.569553333E-1,1.967824809E-2,-4.168247804E-2,8.329826593E-2,9.520117400E-2
6.669703333E-1,1.842355914E-2,-2.910239622E-2,7.515893131E-2,8.267552210E-2
6.769863333E-1,1.744218357E-2,-1.494077127E-2,6.643228233E-2,7.029014546E-2
6.870013333E-1,1.929227263E-2,-4.976194352E-3,6.039004773E-2,6.359176172E-2
6.970163333E-1,1.589434408E-2,6.604560651E-3,5.044154078E-2,5.329727414E-2
7.070323333E-1,1.529529225E-2,1.681029052E-2,4.258085415E-2,4.826656164E-2
7.170473333E-1,1.300843619E-2,2.993541211E-2,3.112180531E-2,4.509894761E-2
7.270623333E-1,1.322297566E-2,4.082906991E-2,2.119738981E-2,4.786636993E-2
7.370783333E-1,8.661779575E-3,5.460773408E-2,1.221135072E-2,5.662285876E-2
7.470933333E-1,8.352253586E-3,6.678904593E-2,2.756996080E-3,6.736570213E-2
7.571093333E-1,5.890960339E-3,8.038289100E-2,-7.494043559E-3,8.094611336E-2
7.671243333E-1,3.467730014E-3,9.163658321E-2,-1.938970014E-2,9.372965916E-2
7.771393333E-1,1.626686892E-3,1.013840139E-1,-2.980345860E-2,1.056863782E-1
7.871553333E-1,6.008372875E-4,1.129589081E-1,-3.991734609E-2,1.198059700E-1
7.971703333E-1,-1.923040487E-3,1.220703870E-1,-5.226935446E-2,1.328042277E-1
8.071853333E-1,-8.941807318E-4,1.319947243E-1,-6.043969467E-2,1.451770074E-1
8.172013333E-1,-1.642528921E-3,1.429624259E-1,-7.146757841E-2,1.598391939E-1
8.272163333E-1,-2.717470285E-3,1.539093554E-1,-8.265660703E-2,1.747214612E-1
8.372313333E-1,-1.510525704E-3,1.635412127E-1,-9.341178089E-2,1.883448187E-1
8.472473333E-1,-1.587092876E-3,1.729744375E-1,-1.000672877E-1,1.998402786E-1
8.572623333E-1,-3.992459737E-3,1.845621169E-1,-1.125798970E-1,2.162252250E-1
8.672773333E-1,-4.285236821E-3,1.918976009E-1,-1.225510761E-1,2.277319010E-1
8.772933333E-1,-4.928923212E-3,2.038802207E-1,-1.330353916E-1,2.434950802E-1
8.873083333E-1,-3.592330497E-3,2.116657495E-1,-1.383694708E-1,2.529059209E-1
8.973233333E-1,-4.198465962E-3,2.184123397E-1,-1.463991702E-1,2.629720408E-1
9.073393333E-1,-3.610269167E-3,2.277465314E-1,-1.577493250E-1,2.770674397E-1
9.173543333E-1,-1.934335451E-4,2.323836237E-1,-1.615280807E-1,2.830079625E-1
9.273703333E-1,1.283171587E-3,2.405353487E-1,-1.689981520E-1,2.939715562E-1
9.373853333E-1,1.105272444E-3,2.506692111E-1,-1.756334156E-1,3.060773950E-1
9.474003333E-1,3.366529942E-3,2.574100792E-1,-1.792504787E-1,3.136909571E-1
9.574163333E-1,7.337036543E-3,2.606000304E-1,-1.836936921E-1,3.189193949E-1
9.674313333E-1,5.216101650E-3,2.680226862E-1,-1.894436628E-1,3.282564080E-1
9.774463333E-1,8.353571407E-3,2.749205530E-1,-1.918306500E-1,3.353357882E-1
9.874623333E-1,1.263984758E-2,2.801594436E-1,-1.936514378E-1,3.408078035E-1
9.974773333E-1,1.531179715E-2,2.841027975E-1,-1.930343956E-1,3.438184529E-1
1.007492333E0,1.647647284E-2,2.879922390E-1,-1.954153329E-1,3.484223819E-1
1.017508333E0,1.979876682E-2,2.969207466E-1,-1.972747445E-1,3.570311551E-1
1.027523333E0,2.156374604E-2,2.995182574E-1,-1.948788762E-1,3.579859746E-1
1.037539250E0,2.334380150E-2,3.011041582E-1,-1.910159588E-1,3.573454122E-1
1.047555250E0,2.629125863E-2,3.073894382E-1,-1.911104918E-1,3.629086897E-1
1.057570250E0,3.107562847E-2,3.095519245E-1,-1.876989752E-1,3.633441811E-1
1.067585250E0,3.334622085E-2,3.099481761E-1,-1.838510931E-1,3.619130652E-1
1.077601250E0,3.679128364E-2,3.150596023E-1,-1.770725548E-1,3.632779118E-1
1.087616250E0,3.846982867E-2,3.162990510E-1,-1.749468297E-1,3.634988454E-1
1.097631250E0,4.122593254E-2,3.164649606E-1,-1.664494872E-1,3.599376065E-1
1.107647250E0,4.165194184E-2,3.171582818E-1,-1.587053239E-1,3.570877201E-1
1.117662250E0,4.394891858E-2,3.173114061E-1,-1.516913623E-1,3.544408347E-1
1.127678250E0,4.449419305E-2,3.158843517E-1,-1.435120553E-1,3.497976085E-1
1.137693250E0,4.561192170E-2,3.183373809E-1,-1.350037903E-1,3.487766604E-1
1.147708250E0,4.802043363E-2,3.203409016E-1,-1.271128505E-1,3.479682918E-1
1.157724250E0,5.119492114E-2,3.153434992E-1,-1.180543825E-1,3.405866698E-1
1.167739250E0,4.923430458E-2,3.147213757E-1,-1.078504845E-1,3.363112964E-1
1.177754250E0,5.017040297E-2,3.087716103E-1,-1.008298546E-1,3.286694939E-1
1.187770250E0,5.123953894E-2,3.094274104E-1,-8.872865885E-2,3.259502838E-1
1.197785250E0,4.990822449E-2,3.081357777E-1,-7.626772672E-2,3.213335565E-1
1.207800250E0,4.664195329E-2,3.035638630E-1,-6.523661315E-2,3.139781942E-1
1.217816250E0,4.786674306E-2,2.992607057E-1,-5.902984366E-2,3.087599675E-1
1.227831250E0,4.316314310E-2,2.959641814E-1,-4.511490837E-2,3.024784431E-1
1.237846250E0,4.349044710E-2,2.915161550E-1,-3.756165132E-2,2.971261774E-1
1.247862250E0,4.026597738E-2,2.872220576E-1,-2.482296526E-2,2.910911179E-1
1.257877250E0,3.857114166E-2,2.790520191E-1,-1.570190489E-2,2.821423615E-1
1.267892250E0,3.557603806E-2,2.748674750E-1,-3.724759910E-3,2.771852398E-1
1.277908250E0,3.260634467E-2,2.686851919E-1,3.955530003E-3,2.706853381E-1
1.287923250E0,3.145985305E-2,2.609998584E-1,1.439032797E-2,2.632826048E-1
1.297939250E0,2.725818567E-2,2.510907650E-1,2.356305346E-2,2.536627652E-1
1.307954250E0,2.372815646E-2,2.434159070E-1,3.326516226E-2,2.468215959E-1
1.317969250E0,2.473882586E-2,2.346293330E-1,4.230818897E-2,2.396933797E-1
1.327985250E0,1.617863588E-2,2.284666747E-1,4.875629023E-2,2.341707615E-1
1.338000250E0,1.318977028E-2,2.179916650E-1,5.739398673E-2,2.258061243E-1
1.348015250E0,1.168726292E-2,2.084324807E-1,6.242977828E-2,2.178948562E-1
1.358031250E0,6.501022726E-3,1.982240528E-1,6.473767012E-2,2.086288674E-1
1.368046250E0,3.129658755E-3,1.873679459E-1,7.516939938E-2,2.019083468E-1
1.378061250E0,-1.617425820E-3,1.759150177E-1,7.907599211E-2,1.928774794E-1
1.388077250E0,-2.959904494E-3,1.670099646E-1,8.320640773E-2,1.866129567E-1
1.398092250E0,-5.354618654E-3,1.533817798E-1,8.717957884E-2,1.765075672E-1
1.408107250E0,-9.729811922E-3,1.423772871E-1,9.162268788E-2,1.695897346E-1
1.418123250E0,-1.198657416E-2,1.299653500E-1,9.165810794E-2,1.594862970E-1
1.428138250E0,-1.340314932E-2,1.185089052E-1,9.377482533E-2,1.517159282E-1
1.438153250E0,-1.721200347E-2,1.053299904E-1,9.474980831E-2,1.427171542E-1
1.448169250E0,-1.811167225E-2,8.993492275E-2,9.728159755E-2,1.337162377E-1
1.458184250E0,-2.171919122E-2,7.748171687E-2,9.731169790E-2,1.262723496E-1
1.468199250E0,-2.348118648E-2,6.702059507E-2,9.670899808E-2,1.199823178E-1
1.478215250E0,-2.580106631E-2,5.465766788E-2,9.455610067E-2,1.122230451E-1
1.488230250E0,-2.808983438E-2,4.253846034E-2,9.371691942E-2,1.066837400E-1
1.498246250E0,-2.896335162E-2,2.720025182E-2,9.145909548E-2,9.971707768E-2
1.508261250E0,-2.632675506E-2,1.150010340E-2,9.104750305E-2,9.547249982E-2
1.518276250E0,-2.687083930E-2,-7.435129955E-4,8.672466129E-2,9.079516337E-2
1.528292250E0,-3.083959594E-2,-1.278867014E-2,8.229486644E-2,8.880921013E-2
1.538307250E0,-2.872318029E-2,-2.661873214E-2,7.962265611E-2,8.873187337E-2
1.548322250E0,-3.161890432E-2,-4.074518755E-2,7.650555670E-2,9.226605890E-2
1.558338250E0,-2.843136713E-2,-5.323035643E-2,7.006043941E-2,9.246771681E-2
1.568353250E0,-3.062380478E-2,-6.777266413E-2,6.585163623E-2,9.933473419E-2
1.578368250E0,-2.945467643E-2,-7.797922939E-2,5.814497918E-2,1.016325577E-1
1.588384250E0,-2.996588126E-2,-9.355007857E-2,5.760190263E-2,1.138751528E-1
1.598399250E0,-2.869635262E-2,-1.062000990E-1,5.072402209E-2,1.211398700E-1
1.608414250E0,-2.933880128E-2,-1.198417917E-1,4.520191997E-2,1.314002811E-1
1.618430250E0,-3.088316880E-2,-1.284304857E-1,3.831844777E-2,1.375371340E-1
1.628445250E0,-2.671222761E-2,-1.393162459E-1,3.455876932E-2,1.460029726E-1
1.638460250E0,-2.626348473E-2,-1.541436762E-1,2.758608386E-2,1.587798336E-1
1.648476250E0,-2.353664674E-2,-1.663125157E-1,2.686160430E-2,1.701040047E-1
1.658491250E0,-2.846322954E-2,-1.745270342E-1,1.933338121E-2,1.778865389E-1
1.668506250E0,-2.578610554E-2,-1.861600429E-1,1.389749348E-2,1.884505907E-1
1.678522250E0,-2.617039904E-2,-1.962611526E-1,9.007396176E-3,1.982030852E-1
1.688537250E0,-2.521015145E-2,-2.071742564E-1,6.516554859E-3,2.088041900E-1
1.698553250E0,-2.770313621E-2,-2.152255327E-1,2.609164920E-3,2.170168229E-1
1.708568250E0,-2.283374406E-2,-2.261114866E-1,-1.718600746E-3,2.272679868E-1
1.718583250E0,-2.464948781E-2,-2.343824655E-1,-3.193193115E-3,2.356966989E-1
1.728599250E0,-2.597181499E-2,-2.430060357E-1,-1.125498489E-2,2.446490205E-1
1.738614250E0,-2.442345396E-2,-2.502785921E-1,-1.146857068E-2,2.517288360E-1
1.748629250E0,-2.582236379E-2,-2.584452033E-1,-1.147334464E-2,2.599852981E-1
1.758645250E0,-2.681838535E-2,-2.639789879E-1,-1.526914909E-2,2.657767461E-1
1.768660250E0,-2.576974407E-2,-2.707863152E-1,-1.276698895E-2,2.723092070E-1
1.778675250E0,-2.982254326E-2,-2.778476775E-1,-1.566610485E-2,2.798823732E-1
1.788691250E0,-2.893293649E-2,-2.833537757E-1,-1.305100136E-2,2.851259470E-1
1.798706250E0,-2.863972262E-2,-2.905741334E-1,-1.467606239E-2,2.923507269E-1
1.808721250E0,-3.097657859E-2,-2.939118743E-1,-1.314274408E-2,2.958318272E-1
1.818737250E0,-2.888359874E-2,-3.002259433E-1,-1.180343889E-2,3.018430064E-1
1.828752250E0,-3.034020588E-2,-3.018348813E-1,-8.921042085E-3,3.034870815E-1
1.838767250E0,-3.101638332E-2,-3.080091774E-1,-5.914067384E-3,3.096233932E-1
1.848783250E0,-3.376676887E-2,-3.091965616E-1,-2.767067868E-3,3.110472071E-1
1.858798250E0,-3.471592069E-2,-3.129071295E-1,4.709442146E-5,3.148270463E-1
1.868813250E0,-3.228731081E-2,-3.170742989E-1,3.913127352E-3,3.187379708E-1
1.878829250E0,-3.306388855E-2,-3.152090311E-1,8.903091773E-3,3.170634307E-1
1.888844250E0,-3.332763165E-2,-3.166306019E-1,1.288718916E-2,3.186404694E-1
1.898860250E0,-3.311591223E-2,-3.186591268E-1,1.643079147E-2,3.207963117E-1
1.908875250E0,-3.144541755E-2,-3.187099993E-1,2.276178636E-2,3.210653779E-1
1.918890250E0,-3.373919800E-2,-3.224834502E-1,3.132385015E-2,3.257531162E-1
1.928906250E0,-3.204646707E-2,-3.167875707E-1,3.437200561E-2,3.202542362E-1
1.938921250E0,-2.990794741E-2,-3.182866573E-1,4.314792156E-2,3.225873908E-1
1.948936250E0,-2.984499373E-2,-3.171980977E-1,4.633341357E-2,3.219505273E-1
1.958952250E0,-3.068069369E-2,-3.142481148E-1,5.406883359E-2,3.203382921E-1
1.968967250E0,-2.704461105E-2,-3.142183125E-1,6.101716310E-2,3.212283504E-1
1.978982250E0,-2.942893840E-2,-3.095703125E-1,6.746866554E-2,3.182009768E-1
1.988998250E0,-2.451637760E-2,-3.090838492E-1,7.004664838E-2,3.178685445E-1
1.999013250E0,-2.319012396E-2,-3.044970632E-1,7.843773067E-2,3.152914856E-1
2.009028250E0,-2.155264094E-2,-3.006010354E-1,8.378265798E-2,3.128019063E-1
2.019044250E0,-1.970627159E-2,-2.965527773E-1,8.787247539E-2,3.099249244E-1
2.029059250E0,-1.684062183E-2,-2.907358706E-1,9.611334652E-2,3.066736513E-1
2.039074583E0,-1.487281360E-2,-2.854830623E-1,9.964150190E-2,3.027378541E-1
2.049090583E0,-1.240320131E-2,-2.810057104E-1,1.052398533E-1,3.003222858E-1
2.059105583E0,-1.123434026E-2,-2.763819396E-1,1.094303429E-1,2.974696403E-1
2.069120583E0,-7.201467641E-3,-2.672968507E-1,1.124746203E-1,2.900862074E-1
2.079136583E0,-5.533796269E-3,-2.581696808E-1,1.186225265E-1,2.841716221E-1
2.089151583E0,-3.401703201E-3,-2.504306436E-1,1.199738607E-1,2.777063306E-1
2.099167583E0,-1.170240575E-3,-2.465251237E-1,1.215738878E-1,2.748749102E-1
2.109182583E0,4.176547285E-3,-2.387617975E-1,1.256251186E-1,2.698264441E-1
2.119197583E0,5.151264369E-3,-2.308418155E-1,1.261356473E-1,2.631058358E-1
2.129213583E0,2.717080526E-3,-2.231509984E-1,1.253083944E-1,2.559412907E-1
2.139228583E0,7.524884772E-3,-2.124192715E-1,1.262567490E-1,2.472232543E-1
2.149243583E0,9.356544353E-3,-2.048415840E-1,1.273517460E-1,2.413836918E-1
2.159259583E0,1.025323011E-2,-1.933393925E-1,1.250009835E-1,2.304571442E-1
2.169274583E0,1.274057012E-2,-1.873351634E-1,1.254613698E-1,2.258259083E-1
2.179289583E0,1.531717740E-2,-1.704248935E-1,1.202804670E-1,2.091570008E-1
2.189305583E0,1.343176141E-2,-1.656055450E-1,1.191151515E-1,2.044358777E-1
2.199320583E0,1.662142947E-2,-1.534468830E-1,1.178767830E-1,1.942090466E-1
2.209335583E0,1.699225232E-2,-1.424711496E-1,1.126640216E-1,1.824279223E-1
2.219351583E0,1.679118350E-2,-1.337767243E-1,1.080498248E-1,1.727799770E-1
2.229366583E0,1.778004877E-2,-1.218760163E-1,1.015862897E-1,1.596548394E-1
2.239381583E0,1.886661910E-2,-1.108550578E-1,9.842032194E-2,1.494367857E-1
2.249397583E0,2.020523138E-2,-9.845321625E-2,8.987673372E-2,1.348299463E-1
2.259412583E0,1.680943556E-2,-8.666393161E-2,8.458236605E-2,1.222594406E-1
2.269427583E0,1.830761507E-2,-7.448390871E-2,7.679114491E-2,1.085352540E-1
2.279443583E0,1.750999689E-2,-6.516497582E-2,7.248587906E-2,9.903169558E-2
2.289458583E0,1.584089175E-2,-5.223888531E-2,6.287070364E-2,8.326199833E-2
2.299473583E0,1.459586434E-2,-4.115321487E-2,5.358106643E-2,6.911987435E-2
2.309489583E0,1.447505970E-2,-3.026931360E-2,4.804151505E-2,5.859817290E-2
2.319504583E0,1.350300573E-2,-1.716922410E-2,3.679312766E-2,4.278840570E-2
2.329520583E0,1.485417131E-2,-4.770465195E-3,2.689740807E-2,3.109460250E-2
2.339535583E0,9.574986994E-3,7.567694411E-3,1.824746095E-2,2.195268106E-2
2.349550583E0,8.673971519E-3,2.026805840E-2,9.082855657E-3,2.384387217E-2
2.359566583E0,6.376994774E-3,2.953266166E-2,-2.346633002E-3,3.030430421E-2
2.369581583E0,6.290366873E-3,4.401530325E-2,-1.083378308E-2,4.576337500E-2
2.379596583E0,4.924964160E-3,5.293928832E-2,-1.994578913E-2,5.678607244E-2
2.389612583E0,2.714151051E-3,6.384135038E-2,-3.301146626E-2,7.192246894E-2
2.399627583E0,1.114656450E-3,7.472116500E-2,-4.136100784E-2,8.541210645E-2
2.409642583E0,1.788255526E-3,8.769983053E-2,-4.855981469E-2,1.002622249E-1
2.419658583E0,-1.060794340E-3,9.751783311E-2,-6.094963849E-2,1.150030934E-1
2.429673583E0,-3.324150108E-3,1.092946380E-1,-7.009134442E-2,1.298813475E-1
2.439688583E0,-5.943368655E-3,1.182958633E-1,-7.838602364E-2,1.420338115E-1
2.449704583E0,-5.055689253E-3,1.315224022E-1,-8.717497438E-2,1.578707649E-1
2.459719583E0,-3.325700061E-3,1.379584670E-1,-9.784758836E-2,1.691678145E-1
2.469734583E0,-8.096665144E-3,1.465077549E-1,-1.055867523E-1,1.807723444E-1
2.479750583E0,-8.917719126E-3,1.598536521E-1,-1.152673438E-1,1.972796907E-1
2.489765583E0,-5.504753441E-3,1.689697802E-1,-1.211399361E-1,2.079807036E-1
2.499781583E0,-3.991545644E-3,1.790224165E-1,-1.315196007E-1,2.221764241E-1
2.509796583E0,-7.223805413E-3,1.888982356E-1,-1.398091167E-1,2.351197905E-1
2.519811583E0,-4.462906159E-3,1.953726411E-1,-1.454869807E-1,2.436326086E-1
2.529827583E0,-1.902677352E-3,2.045222372E-1,-1.525864303E-1,2.551775547E-1
2.539842583E0,-6.041200832E-4,2.132640630E-1,-1.588685662E-1,2.659344785E-1
2.549857583E0,-2.988448134E-3,2.216500938E-1,-1.637813002E-1,2.756120629E-1
2.559873583E0,-1.412626880E-4,2.305631638E-1,-1.683134586E-1,2.854624542E-1
2.569888583E0,1.249976340E-4,2.353300750E-1,-1.699348688E-1,2.902724918E-1
2.579903583E0,3.880321048E-3,2.439483404E-1,-1.754260361E-1,3.004998233E-1
2.589919583E0,7.215986028E-3,2.507051528E-1,-1.776539683E-1,3.073533415E-1
2.599934583E0,7.767793257E-3,2.552887201E-1,-1.793440133E-1,3.120848352E-1
2.609949583E0,8.766403422E-3,2.673047781E-1,-1.793828160E-1,3.220355398E-1
2.619965583E0,1.275688410E-2,2.704190612E-1,-1.807594001E-1,3.255198419E-1
2.629980583E0,1.498967875E-2,2.743847668E-1,-1.793852150E-1,3.281626824E-1
2.639995583E0,1.808640175E-2,2.790426612E-1,-1.802123934E-1,3.326686511E-1
2.650011583E0,1.897403412E-2,2.858542204E-1,-1.786704212E-1,3.376325943E-1
2.660026583E0,2.518612333E-2,2.866427898E-1,-1.759151220E-1,3.372603741E-1
2.670041583E0,2.823296934E-2,2.930842936E-1,-1.725834161E-1,3.412924541E-1
2.680057583E0,2.671203762E-2,2.953852415E-1,-1.706973612E-1,3.422039786E-1
2.690072583E0,3.123939410E-2,2.999903560E-1,-1.641061604E-1,3.433670708E-1
2.700088583E0,3.172275797E-2,3.040364981E-1,-1.616083831E-1,3.457770886E-1
2.710103583E0,3.488426656E-2,3.054803610E-1,-1.554682702E-1,3.445367122E-1
2.720118583E0,3.545764834E-2,3.072329760E-1,-1.477664113E-1,3.427597681E-1
2.730134583E0,4.064640775E-2,3.085854650E-1,-1.427011341E-1,3.424043418E-1
2.740149583E0,4.143017530E-2,3.094211519E-1,-1.335752755E-1,3.395589240E-1
2.750164583E0,4.081295431E-2,3.118600249E-1,-1.277357340E-1,3.394683934E-1
2.760180583E0,4.454696923E-2,3.108120561E-1,-1.202783436E-1,3.362371880E-1
2.770195583E0,4.301358759E-2,3.106913865E-1,-1.110958979E-1,3.327485610E-1
2.780210583E0,4.453558475E-2,3.128876984E-1,-1.053794250E-1,3.331470446E-1
2.790226583E0,4.455262795E-2,3.120839596E-1,-9.747143090E-2,3.299727479E-1
2.800241583E0,4.411240667E-2,3.092442155E-1,-8.795809001E-2,3.245219790E-1
2.810256583E0,4.297507554E-2,3.077526689E-1,-7.721561193E-2,3.201887147E-1
2.820272583E0,4.517830908E-2,3.081391156E-1,-6.789854169E-2,3.187491272E-1
2.830287583E0,4.428663477E-2,3.059034348E-1,-5.990108475E-2,3.148433855E-1
2.840302583E0,4.567573965E-2,2.993235588E-1,-4.798876494E-2,3.065677537E-1
2.850318583E0,4.102420807E-2,2.992187440E-1,-4.172667861E-2,3.048867956E-1
2.860333583E0,3.994269669E-2,2.929776311E-1,-3.128575534E-2,2.973383760E-1
2.870349583E0,4.017671570E-2,2.896682322E-1,-2.350978181E-2,2.933846674E-1
2.880364583E0,3.487382829E-2,2.843621671E-1,-1.462947018E-2,2.868659049E-1
2.890379583E0,3.401140869E-2,2.784746885E-1,-6.676459219E-3,2.806234188E-1
2.900395583E0,3.268355504E-2,2.739984393E-1,2.970575355E-3,2.759568514E-1
2.910410583E0,2.678613551E-2,2.670090497E-1,1.138627157E-2,2.685907237E-1
2.920425583E0,2.681409940E-2,2.620432973E-1,1.630779356E-2,2.639159520E-1
2.930441583E0,2.500360087E-2,2.542359233E-1,2.530744299E-2,2.567129748E-1
2.940456583E0,2.137504518E-2,2.475569844E-1,3.152912110E-2,2.504704345E-1
2.950471583E0,1.796236634E-2,2.378664464E-1,3.972357512E-2,2.418285660E-1
2.960487583E0,1.676447690E-2,2.287054211E-1,4.490475357E-2,2.336742481E-1
2.970502583E0,1.307069976E-2,2.218232304E-1,5.041580275E-2,2.278555286E-1
2.980517583E0,1.069515944E-2,2.125647515E-1,5.263688043E-2,2.192459833E-1
2.990533583E0,7.719942834E-3,2.013451010E-1,5.762697756E-2,2.095717437E-1
3.000548583E0,6.818995345E-3,1.905246675E-1,6.258179247E-2,2.006554967E-1
3.010563583E0,4.969525151E-3,1.817002147E-1,6.861255318E-2,1.942867640E-1
3.020579583E0,-1.143494621E-3,1.702267826E-1,6.775288284E-2,1.832182257E-1
3.030594583E0,-2.587737981E-3,1.610049307E-1,6.926123798E-2,1.752894840E-1
