"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.115989167E-1,2.877620161E-1,2.295481972E-2,1.269779503E-1,3.153685170E-1
3.216139167E-1,2.892405987E-1,3.580404073E-2,1.444168538E-1,3.252664768E-1
3.316289167E-1,2.683832645E-1,-6.288291886E-3,1.514380276E-1,3.082249106E-1
3.416439167E-1,2.368993908E-1,-6.760863960E-2,1.688090265E-1,2.986448341E-1
3.516589167E-1,2.259323001E-1,-9.885212034E-2,1.785669178E-1,3.044721499E-1
3.616739167E-1,2.328722328E-1,-8.002010733E-2,1.888206154E-1,3.102997248E-1
3.716889167E-1,2.408333123E-1,-3.585968167E-2,2.008704543E-1,3.156509789E-1
3.817039167E-1,2.547192872E-1,4.445394501E-3,2.103246748E-1,3.303606297E-1
3.917179167E-1,2.719720304E-1,2.949216031E-2,2.190081775E-1,3.504328105E-1
4.017329167E-1,2.749523818E-1,2.718719281E-2,2.256266624E-1,3.567146570E-1
4.117479167E-1,2.627565265E-1,4.564099945E-3,2.262965292E-1,3.468024543E-1
4.217629167E-1,2.427343428E-1,-2.257084846E-2,2.262059748E-1,3.325635991E-1
4.317779167E-1,2.305098474E-1,-2.235214412E-2,2.230293155E-1,3.215221356E-1
4.417929167E-1,2.282227278E-1,1.886351034E-3,2.209616303E-1,3.176684024E-1
4.518079167E-1,2.319673151E-1,2.626181766E-2,2.144887000E-1,3.170235335E-1
4.618229167E-1,2.379261255E-1,3.504012898E-2,2.082385272E-1,3.181193739E-1
4.718379167E-1,2.336547822E-1,2.794191241E-2,2.015112489E-1,3.098097661E-1
4.818529167E-1,2.287542969E-1,2.205845714E-2,1.912647337E-1,2.989938164E-1
4.918679167E-1,2.210213542E-1,2.810084075E-2,1.756501496E-1,2.837130087E-1
5.018829167E-1,2.174881399E-1,3.753242642E-2,1.638416946E-1,2.748706512E-1
5.118979167E-1,2.126858383E-1,3.804382682E-2,1.505753398E-1,2.633543839E-1
5.219129167E-1,2.045107335E-1,3.506748006E-2,1.322852820E-1,2.460767443E-1
5.319269167E-1,1.901804656E-1,2.715022862E-2,1.152721569E-1,2.240388684E-1
5.419419167E-1,1.810090840E-1,2.067848295E-2,9.907134622E-2,2.073813390E-1
5.519569167E-1,1.773030907E-1,2.022435144E-2,7.781325281E-2,1.946800264E-1
5.619719167E-1,1.749411225E-1,1.934843883E-2,6.054664403E-2,1.861307458E-1
5.719869167E-1,1.693799347E-1,3.032197803E-2,3.785655275E-2,1.761876931E-1
5.820019167E-1,1.625031233E-1,3.553218767E-2,2.004133537E-2,1.675453866E-1
5.920169167E-1,1.536501050E-1,2.775801718E-2,-3.213247983E-3,1.561703789E-1
6.020319167E-1,1.447101384E-1,1.716369763E-2,-2.180717140E-2,1.473471052E-1
6.120469167E-1,1.332109123E-1,6.228705868E-3,-4.440433532E-2,1.405549321E-1
6.220619167E-1,1.216988787E-1,1.490941271E-3,-6.200543791E-2,1.365925119E-1
6.320769167E-1,1.143786535E-1,1.881622709E-3,-8.170695603E-2,1.405775357E-1
6.420919167E-1,1.056991443E-1,3.600959666E-3,-9.807927161E-2,1.442387588E-1
6.521069167E-1,9.615865350E-2,-9.152106941E-5,-1.192460507E-1,1.531865387E-1
6.621219167E-1,8.753560483E-2,-7.202694193E-3,-1.344385743E-1,1.605867092E-1
6.721359167E-1,8.011873811E-2,-1.204277389E-2,-1.519291252E-1,1.721815893E-1
6.821509167E-1,6.780640781E-2,-1.368035190E-2,-1.651727706E-1,1.790723461E-1
6.921659167E-1,5.310058594E-2,-1.876766421E-2,-1.802900583E-1,1.888819805E-1
7.021809167E-1,4.069877788E-2,-2.152030729E-2,-1.933898777E-1,1.987942628E-1
7.121959167E-1,2.969638631E-2,-2.195379883E-2,-2.003391981E-1,2.037146017E-1
7.222109167E-1,1.673557982E-2,-2.870358154E-2,-2.085859478E-1,2.112157021E-1
7.322259167E-1,9.028806351E-3,-3.016499802E-2,-2.166959047E-1,2.189715999E-1
7.422409167E-1,-1.169502269E-3,-3.072346374E-2,-2.212246209E-1,2.233509164E-1
7.522559167E-1,-1.292835921E-2,-2.911364660E-2,-2.239873260E-1,2.262411747E-1
7.622709167E-1,-2.251360938E-2,-2.699856460E-2,-2.248469889E-1,2.275784558E-1
7.722859167E-1,-3.517135605E-2,-2.790323645E-2,-2.244770825E-1,2.289226408E-1
7.823009167E-1,-4.853456467E-2,-2.970752865E-2,-2.255807072E-1,2.326473655E-1
7.923159167E-1,-6.089083478E-2,-2.915838361E-2,-2.193600982E-1,2.295141778E-1
8.023309167E-1,-7.393419743E-2,-2.769337967E-2,-2.115298659E-1,2.257832434E-1
8.123449167E-1,-8.156134933E-2,-2.398799732E-2,-2.028704584E-1,2.199638620E-1
8.223599167E-1,-9.423080087E-2,-1.919856668E-2,-1.970501095E-1,2.192641659E-1
8.323749167E-1,-1.052419841E-1,-1.540003158E-2,-1.850087047E-1,2.134039761E-1
8.423899167E-1,-1.146807596E-1,-1.387403999E-2,-1.695285439E-1,2.051440782E-1
8.524049167E-1,-1.285171360E-1,-9.943546727E-3,-1.582409441E-1,2.040973414E-1
8.624199167E-1,-1.398550123E-1,-3.842244856E-3,-1.430742443E-1,2.001110359E-1
8.724349167E-1,-1.518759131E-1,-3.500370309E-3,-1.257175058E-1,1.971888355E-1
8.824499167E-1,-1.627288312E-1,2.629430965E-4,-1.103793085E-1,1.966324830E-1
8.924649167E-1,-1.721331477E-1,4.856516607E-3,-9.002495557E-2,1.943139185E-1
9.024799167E-1,-1.814640611E-1,6.326581351E-3,-7.126431912E-2,1.950585407E-1
9.124949167E-1,-1.904649138E-1,1.111166738E-2,-4.940871522E-2,1.970826570E-1
9.225099167E-1,-1.995271295E-1,1.495966874E-2,-2.976257913E-2,2.022886013E-1
9.325249167E-1,-2.105521560E-1,1.842957363E-2,-7.255215198E-3,2.114816723E-1
9.425399167E-1,-2.190391123E-1,2.107568830E-2,1.167240273E-2,2.203600743E-1
9.525539167E-1,-2.256370783E-1,2.087940276E-2,3.010338731E-2,2.285918951E-1
9.625689167E-1,-2.365821302E-1,2.248209342E-2,5.096579343E-2,2.430515603E-1
9.725839167E-1,-2.434792221E-1,2.274735831E-2,7.553685457E-2,2.559402084E-1
9.825989167E-1,-2.514647245E-1,2.154307626E-2,9.389109164E-2,2.692845129E-1
9.926139167E-1,-2.568218708E-1,2.000349388E-2,1.117569506E-1,2.807974877E-1
1.002628917E0,-2.621740401E-1,1.810332760E-2,1.291010529E-1,2.927969256E-1
1.012643917E0,-2.689953744E-1,2.027154341E-2,1.484900564E-1,3.079265234E-1
1.022658917E0,-2.750490010E-1,1.777003706E-2,1.643582284E-1,3.209070807E-1
1.032673917E0,-2.795631289E-1,1.438897755E-2,1.755100936E-1,3.304033576E-1
1.042688917E0,-2.850828171E-1,1.161502767E-2,1.906190068E-1,3.431366014E-1
1.052703917E0,-2.880860567E-1,6.811257452E-3,1.990263462E-1,3.502162986E-1
1.062719375E0,-2.923851907E-1,3.698822111E-3,2.085431516E-1,3.591559927E-1
1.072734375E0,-2.911221087E-1,-3.445633687E-3,2.178753763E-1,3.636394288E-1
1.082749375E0,-2.937133610E-1,-4.284263588E-3,2.223588079E-1,3.684146208E-1
1.092763375E0,-2.954697013E-1,-1.035067812E-2,2.291573137E-1,3.740622346E-1
1.102778375E0,-2.958553433E-1,-1.122019999E-2,2.314790636E-1,3.758175541E-1
1.112793375E0,-2.965819538E-1,-1.629792154E-2,2.287984788E-1,3.749336227E-1
1.122808375E0,-2.916583121E-1,-2.245861292E-2,2.308738828E-1,3.726549477E-1
1.132823375E0,-2.921096683E-1,-2.401396073E-2,2.286603153E-1,3.717395168E-1
1.142838375E0,-2.936375141E-1,-2.996159717E-2,2.211070508E-1,3.687940006E-1
1.152853375E0,-2.874548733E-1,-3.280305862E-2,2.167627662E-1,3.615140961E-1
1.162868375E0,-2.834569216E-1,-3.506594151E-2,2.086129487E-1,3.536902727E-1
1.172883375E0,-2.814881802E-1,-3.386766091E-2,1.993796676E-1,3.466047690E-1
1.182898375E0,-2.729261220E-1,-3.813910484E-2,1.857173890E-1,3.323164274E-1
1.192913375E0,-2.661490738E-1,-3.930483758E-2,1.749031544E-1,3.208914352E-1
1.202928375E0,-2.622715235E-1,-4.124548286E-2,1.603226215E-1,3.101465538E-1
1.212943375E0,-2.548553944E-1,-3.845661879E-2,1.456890851E-1,2.960667038E-1
1.222957375E0,-2.455133200E-1,-4.117411003E-2,1.261350960E-1,2.790737538E-1
1.232972375E0,-2.354666442E-1,-3.750739247E-2,1.131025478E-1,2.639006088E-1
1.242987375E0,-2.296255380E-1,-3.541840985E-2,9.371446818E-2,2.505289464E-1
1.253002375E0,-2.204047740E-1,-3.145623580E-2,7.336162031E-2,2.344134947E-1
1.263017375E0,-2.070732564E-1,-3.019549511E-2,5.461669713E-2,2.162731723E-1
1.273032375E0,-1.985892802E-1,-2.870006487E-2,3.770397604E-2,2.041641148E-1
1.283047375E0,-1.864447296E-1,-2.334844321E-2,1.777580753E-2,1.887399436E-1
1.293062375E0,-1.768925786E-1,-1.860262454E-2,-2.472281689E-3,1.778852276E-1
1.303077375E0,-1.626079232E-1,-1.523958426E-2,-1.914713159E-2,1.644390290E-1
1.313092375E0,-1.515552849E-1,-1.036120020E-2,-3.807424009E-2,1.566078114E-1
1.323107375E0,-1.354181170E-1,-4.738734104E-3,-5.805647001E-2,1.474146388E-1
1.333122375E0,-1.224374101E-1,-1.600662246E-3,-7.352711260E-2,1.428275806E-1
1.343137375E0,-1.102598384E-1,2.425771207E-3,-9.230399877E-2,1.438163569E-1
1.353152375E0,-9.689784050E-2,7.956493646E-3,-1.055120826E-1,1.434757710E-1
1.363166375E0,-8.438604325E-2,1.259545423E-2,-1.231296957E-1,1.498017747E-1
1.373181375E0,-7.102978975E-2,1.846911013E-2,-1.360063702E-1,1.545447242E-1
1.383196375E0,-5.486121029E-2,1.990801468E-2,-1.470153481E-1,1.581758326E-1
1.393211375E0,-4.377276078E-2,2.513860911E-2,-1.586679071E-1,1.665037807E-1
1.403226375E0,-2.779486030E-2,3.299067169E-2,-1.699730307E-1,1.753618255E-1
1.413241375E0,-1.595356315E-2,3.078763187E-2,-1.777198166E-1,1.810710569E-1
1.423256375E0,2.001062094E-4,3.379513696E-2,-1.832432151E-1,1.863336448E-1
1.433271375E0,1.251462754E-2,3.481506556E-2,-1.918765754E-1,1.954106570E-1
1.443286375E0,2.657904662E-2,3.803136200E-2,-1.945304126E-1,1.999872787E-1
1.453301375E0,3.888951987E-2,3.835653141E-2,-1.970393658E-1,2.044703644E-1
1.463316375E0,5.055283010E-2,3.929103538E-2,-1.965219080E-1,2.066887380E-1
1.473331375E0,6.368754059E-2,3.806571290E-2,-1.974018216E-1,2.108852306E-1
1.483346375E0,7.546404004E-2,3.567978740E-2,-1.935833693E-1,2.108136367E-1
1.493360375E0,8.753614128E-2,3.308054805E-2,-1.914336830E-1,2.130815658E-1
1.503375375E0,1.000932083E-1,3.066639043E-2,-1.851707250E-1,2.127140692E-1
1.513390375E0,1.124954894E-1,2.617610246E-2,-1.774694771E-1,2.117447491E-1
1.523405375E0,1.197387576E-1,2.418085933E-2,-1.684956849E-1,2.081174665E-1
1.533420375E0,1.333321333E-1,2.007739805E-2,-1.588776112E-1,2.083810332E-1
1.543435375E0,1.430870295E-1,1.626375131E-2,-1.488007307E-1,2.070750228E-1
1.553450375E0,1.504635364E-1,1.214958262E-2,-1.385858357E-1,2.049217460E-1
1.563465375E0,1.607904881E-1,8.259502240E-3,-1.225717217E-1,2.023502592E-1
1.573480375E0,1.696245521E-1,4.436720163E-3,-1.117828786E-1,2.031934672E-1
1.583495375E0,1.799924970E-1,-8.137011901E-4,-9.653495252E-2,2.042472965E-1
1.593510375E0,1.854985952E-1,-5.168768577E-3,-8.310862631E-2,2.033309833E-1
1.603525375E0,1.927533001E-1,-9.736889042E-3,-6.775017083E-2,2.045451719E-1
1.613540375E0,1.989096552E-1,-1.259412896E-2,-5.011638254E-2,2.055123228E-1
1.623555375E0,2.089638859E-1,-1.728875004E-2,-3.557632118E-2,2.126745897E-1
1.633569375E0,2.113088071E-1,-2.116684429E-2,-1.580554619E-2,2.129536629E-1
1.643584375E0,2.172756195E-1,-2.288378403E-2,-7.184739225E-4,2.184785541E-1
1.653599375E0,2.230788320E-1,-2.579774149E-2,1.731982455E-2,2.252324690E-1
1.663614375E0,2.272083312E-1,-2.723931149E-2,3.458909318E-2,2.314346803E-1
1.673629375E0,2.332701683E-1,-2.866057865E-2,4.771949351E-2,2.398198287E-1
1.683644375E0,2.358230650E-1,-3.127074242E-2,6.357089430E-2,2.462349202E-1
1.693659375E0,2.398653477E-1,-2.902849577E-2,8.009327948E-2,2.545446366E-1
1.703674375E0,2.453815490E-1,-2.829532698E-2,9.293185174E-2,2.639110820E-1
1.713689375E0,2.471661419E-1,-2.748865262E-2,1.052982211E-1,2.700637759E-1
1.723704375E0,2.491227686E-1,-2.794192173E-2,1.165570021E-1,2.764569398E-1
1.733719375E0,2.527057827E-1,-2.935073897E-2,1.275604069E-1,2.845932815E-1
1.743734375E0,2.552770674E-1,-2.337460592E-2,1.374971867E-1,2.908921272E-1
1.753749375E0,2.544526160E-1,-2.081856877E-2,1.495469809E-1,2.958780933E-1
1.763763375E0,2.572065890E-1,-1.788642816E-2,1.554261744E-1,3.010522370E-1
1.773778375E0,2.565104663E-1,-1.519610733E-2,1.592776626E-1,3.023208806E-1
1.783793375E0,2.578838468E-1,-1.288874447E-2,1.637669653E-1,3.057610457E-1
1.793808375E0,2.585523129E-1,-8.343260735E-3,1.679904461E-1,3.084472377E-1
1.803823375E0,2.576891780E-1,-6.026309915E-3,1.675986946E-1,3.074562591E-1
1.813838375E0,2.535920739E-1,-2.518059686E-3,1.671088785E-1,3.037114714E-1
1.823853375E0,2.555135489E-1,3.344357014E-3,1.669134051E-1,3.052186809E-1
1.833868375E0,2.545116246E-1,3.770799376E-3,1.670856327E-1,3.044798756E-1
1.843883375E0,2.521933317E-1,9.320027195E-3,1.571411192E-1,2.972905495E-1
1.853898375E0,2.477555573E-1,1.312901638E-2,1.516812295E-1,2.907961186E-1
1.863913375E0,2.439807951E-1,1.539456658E-2,1.457056254E-1,2.845940097E-1
1.873928375E0,2.419939488E-1,1.900940388E-2,1.356454343E-1,2.780685393E-1
1.883943375E0,2.376530021E-1,1.992260292E-2,1.280013621E-1,2.706662303E-1
1.893957375E0,2.344022691E-1,2.196478099E-2,1.162111983E-1,2.625488868E-1
1.903972375E0,2.296786308E-1,2.100764215E-2,1.055582911E-1,2.536457122E-1
1.913987375E0,2.264388949E-1,2.473073453E-2,9.145367891E-2,2.454586681E-1
1.924002375E0,2.207770199E-1,2.603808045E-2,7.884148508E-2,2.358738093E-1
1.934017375E0,2.186045349E-1,2.720308304E-2,6.292681396E-2,2.291020172E-1
1.944032375E0,2.099287510E-1,2.538681030E-2,5.073432997E-2,2.174592901E-1
1.954047375E0,2.070547193E-1,2.375982702E-2,3.594556823E-2,2.114905909E-1
1.964062375E0,1.962127239E-1,2.424265817E-2,1.865606010E-2,1.985829501E-1
1.974077375E0,1.898459643E-1,2.106996812E-2,4.536841530E-3,1.910654774E-1
1.984092375E0,1.842469424E-1,2.095785178E-2,-1.046554372E-2,1.857301670E-1
1.994107375E0,1.744865179E-1,1.599183679E-2,-2.751636505E-2,1.773652562E-1
2.004122375E0,1.663572192E-1,1.316622458E-2,-3.993734717E-2,1.715898177E-1
2.014137375E0,1.562660038E-1,1.510707382E-2,-5.856345966E-2,1.675618287E-1
2.024152375E0,1.469206959E-1,1.088276785E-2,-7.145502418E-2,1.637374301E-1
2.034166375E0,1.416375339E-1,8.881931193E-3,-8.546030521E-2,1.656609292E-1
2.044181375E0,1.308884770E-1,6.756993942E-3,-9.829327464E-2,1.638261829E-1
2.054196375E0,1.217520311E-1,2.195736393E-3,-1.123187765E-1,1.656619628E-1
2.064211125E0,1.092745885E-1,1.226078719E-3,-1.223998964E-1,1.640858726E-1
2.074226125E0,1.010816991E-1,-5.766648799E-3,-1.314143836E-1,1.658930510E-1
2.084241125E0,9.038112313E-2,-7.473202422E-3,-1.412233263E-1,1.678351098E-1
2.094256125E0,8.286542445E-2,-7.713156287E-3,-1.502389163E-1,1.717495366E-1
2.104271125E0,6.954349577E-2,-1.069669612E-2,-1.589349359E-1,1.738132071E-1
2.114286125E0,5.776550993E-2,-1.185502764E-2,-1.635066867E-1,1.738155126E-1
2.124301125E0,4.641165212E-2,-1.436692104E-2,-1.667951494E-1,1.737270035E-1
2.134316125E0,3.296569362E-2,-1.721444353E-2,-1.693463922E-1,1.733818749E-1
2.144331125E0,2.387499437E-2,-1.656835899E-2,-1.736290157E-1,1.760442017E-1
2.154346125E0,1.304906793E-2,-1.928326115E-2,-1.722611189E-1,1.738275450E-1
2.164360125E0,1.770314295E-3,-1.776685752E-2,-1.723127812E-1,1.732353596E-1
2.174375125E0,-9.505050257E-3,-1.648021489E-2,-1.695516855E-1,1.706157012E-1
2.184390125E0,-2.194813825E-2,-1.747091115E-2,-1.645380259E-1,1.669122987E-1
2.194405125E0,-3.372751921E-2,-1.482778415E-2,-1.595376432E-1,1.637365821E-1
2.204420125E0,-4.715704173E-2,-1.284905523E-2,-1.554661989E-1,1.629681681E-1
2.214435125E0,-6.019113213E-2,-1.234965306E-2,-1.458623409E-1,1.582760526E-1
2.224450125E0,-7.031753659E-2,-6.867801771E-3,-1.357671022E-1,1.530504123E-1
2.234465125E0,-8.139516413E-2,-7.500632666E-3,-1.262174845E-1,1.503738196E-1
2.244480125E0,-9.150852263E-2,-6.209531799E-3,-1.130390912E-1,1.455685548E-1
2.254495125E0,-1.057673469E-1,-2.521053888E-3,-1.015395597E-1,1.466402727E-1
2.264510125E0,-1.150239632E-1,9.985789657E-4,-8.992285281E-2,1.460055777E-1
2.274525125E0,-1.268675178E-1,3.938117065E-3,-7.592683285E-2,1.479045631E-1
2.284540125E0,-1.384815723E-1,7.489441894E-3,-6.445340067E-2,1.529296520E-1
2.294555125E0,-1.495186687E-1,7.058729418E-3,-4.816512391E-2,1.572435598E-1
2.304569125E0,-1.621380597E-1,1.421304699E-2,-3.368312120E-2,1.662086453E-1
2.314584125E0,-1.718378663E-1,1.274831966E-2,-1.510602515E-2,1.729709916E-1
2.324599125E0,-1.806518584E-1,1.580855809E-2,5.118174013E-4,1.813429525E-1
2.334614125E0,-1.916202158E-1,1.512931660E-2,1.545601897E-2,1.928369566E-1
2.344629125E0,-2.007684410E-1,1.604278013E-2,3.110795096E-2,2.037965709E-1
2.354644125E0,-2.100660503E-1,1.626834273E-2,4.954423755E-2,2.164417611E-1
2.364659125E0,-2.154954374E-1,2.124685422E-2,6.279373169E-2,2.254612275E-1
2.374674125E0,-2.236763835E-1,1.869527996E-2,7.811517268E-2,2.376607208E-1
2.384689125E0,-2.302610576E-1,2.108146995E-2,9.070739895E-2,2.483795790E-1
2.394704125E0,-2.412281185E-1,1.942459866E-2,1.048142537E-1,2.637315832E-1
2.404719125E0,-2.459573597E-1,1.754174381E-2,1.187074333E-1,2.736680293E-1
2.414734125E0,-2.532708645E-1,1.693526655E-2,1.286837310E-1,2.845917017E-1
2.424749125E0,-2.608251870E-1,1.667800546E-2,1.393424869E-1,2.961828197E-1
2.434763125E0,-2.656961381E-1,1.216454245E-2,1.502489001E-1,3.054785523E-1
2.444778125E0,-2.707228363E-1,1.011337526E-2,1.610067338E-1,3.151448917E-1
2.454793125E0,-2.736768126E-1,6.863201037E-3,1.643660516E-1,3.193153617E-1
2.464808125E0,-2.771775424E-1,5.281815305E-3,1.695917100E-1,3.249871316E-1
2.474823125E0,-2.804713547E-1,3.939848393E-3,1.741720885E-1,3.301751348E-1
2.484838125E0,-2.841752768E-1,1.074288040E-3,1.780139655E-1,3.353292620E-1
2.494853125E0,-2.854830325E-1,-5.266776308E-3,1.790878475E-1,3.370471152E-1
2.504868125E0,-2.841682136E-1,-8.368561044E-3,1.782878339E-1,3.355713906E-1
2.514883125E0,-2.840577066E-1,-1.409355737E-2,1.781730503E-1,3.356084696E-1
2.524898125E0,-2.882652283E-1,-1.299047656E-2,1.748078763E-1,3.373772191E-1
2.534913125E0,-2.833247483E-1,-1.510136295E-2,1.690328866E-1,3.302621397E-1
2.544928125E0,-2.818794549E-1,-2.019705623E-2,1.612766981E-1,3.253830381E-1
2.554943125E0,-2.811304331E-1,-2.198443748E-2,1.574946046E-1,3.229894524E-1
2.564958125E0,-2.807093859E-1,-2.511471696E-2,1.474960446E-1,3.180936835E-1
2.574972125E0,-2.774153352E-1,-2.470458299E-2,1.403486133E-1,3.118770877E-1
2.584987125E0,-2.705853879E-1,-2.749238163E-2,1.326507479E-1,3.026028819E-1
2.595002125E0,-2.698613405E-1,-2.796316147E-2,1.192299575E-1,2.963492269E-1
2.605017125E0,-2.613232434E-1,-2.963615954E-2,1.067759544E-1,2.838472193E-1
2.615032125E0,-2.568629384E-1,-2.821703069E-2,9.487196058E-2,2.752734256E-1
2.625047125E0,-2.497746497E-1,-2.894620411E-2,8.091939241E-2,2.641461839E-1
2.635062125E0,-2.421913594E-1,-2.935040742E-2,6.725785136E-2,2.530646549E-1
2.645077125E0,-2.347949743E-1,-3.083005920E-2,5.384883657E-2,2.428556561E-1
2.655092125E0,-2.279473841E-1,-2.326700836E-2,4.008566961E-2,2.326117463E-1
2.665107125E0,-2.174026072E-1,-2.360949107E-2,2.286726795E-2,2.198731762E-1
2.675122125E0,-2.092210352E-1,-2.012588084E-2,7.573074661E-3,2.103231897E-1
2.685137125E0,-2.021434158E-1,-1.564910635E-2,-5.990137346E-3,2.028367246E-1
2.695152125E0,-1.911724508E-1,-1.521960739E-2,-2.173014358E-2,1.930045117E-1
2.705166125E0,-1.825304925E-1,-1.125016622E-2,-3.423288465E-2,1.860533185E-1
2.715181125E0,-1.690353304E-1,-1.025800407E-2,-4.848972335E-2,1.761517041E-1
2.725196125E0,-1.586292982E-1,-5.324765109E-3,-6.088886783E-2,1.699972400E-1
2.735211125E0,-1.482402533E-1,-8.746841922E-4,-7.228422165E-2,1.649270944E-1
2.745226125E0,-1.351595968E-1,1.454517245E-3,-8.510414511E-2,1.597277300E-1
2.755241125E0,-1.238812655E-1,6.667797454E-3,-9.534601122E-2,1.564668953E-1
2.765256125E0,-1.089936644E-1,8.259833790E-3,-1.058753505E-1,1.521756668E-1
2.775271125E0,-9.875770658E-2,1.103530079E-2,-1.129829660E-1,1.504659865E-1
2.785286125E0,-8.712954074E-2,1.102571189E-2,-1.224827319E-1,1.507154366E-1
2.795301125E0,-7.367148250E-2,1.471759845E-2,-1.283821315E-1,1.487483335E-1
2.805316125E0,-6.183053553E-2,1.661270112E-2,-1.354850531E-1,1.498505808E-1
2.815331125E0,-4.737339541E-2,1.980142295E-2,-1.387208551E-1,1.479182564E-1
2.825346125E0,-3.527145833E-2,2.062806860E-2,-1.404124945E-1,1.462370049E-1
2.835360125E0,-2.254199609E-2,2.309564315E-2,-1.459014863E-1,1.494282236E-1
2.845375125E0,-1.155219600E-2,2.333000116E-2,-1.457073390E-1,1.480147656E-1
2.855390125E0,2.523117000E-3,2.111482993E-2,-1.433957219E-1,1.449639101E-1
2.865405125E0,1.434116066E-2,1.989803091E-2,-1.438870728E-1,1.459626330E-1
2.875420125E0,2.554782107E-2,1.726196520E-2,-1.421191841E-1,1.454253386E-1
2.885435125E0,3.742019460E-2,1.973870583E-2,-1.376629174E-1,1.440172430E-1
2.895450125E0,4.924760759E-2,1.935647987E-2,-1.311682165E-1,1.414393905E-1
2.905465125E0,6.407368928E-2,1.298193634E-2,-1.265766621E-1,1.424626958E-1
2.915480125E0,7.416960597E-2,1.083369739E-2,-1.182738543E-1,1.400257264E-1
2.925495125E0,8.266455680E-2,9.247252718E-3,-1.105307117E-1,1.383328553E-1
2.935510125E0,9.446214885E-2,6.742218509E-3,-1.011193171E-1,1.385412262E-1
2.945525125E0,1.062021628E-1,3.289431334E-3,-8.998543769E-2,1.392375622E-1
2.955540125E0,1.154408231E-1,2.548667602E-3,-8.097740263E-2,1.410333971E-1
2.965555125E0,1.278871000E-1,-5.086615682E-3,-7.076844573E-2,1.462503228E-1
2.975569125E0,1.390865594E-1,-6.031303667E-3,-6.156450510E-2,1.522223240E-1
2.985584125E0,1.472137272E-1,-1.007984020E-2,-4.736985639E-2,1.549754431E-1
2.995599125E0,1.552208364E-1,-1.325731818E-2,-3.479782864E-2,1.596250401E-1
3.005614125E0,1.650103480E-1,-1.562726498E-2,-2.428713255E-2,1.675186293E-1
3.015629125E0,1.715601385E-1,-1.879536547E-2,-1.152738184E-2,1.729711751E-1
